DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,ELA # Tested,ELA # Proficient (L3&4),ELA % Proficient (L3&4),Math # Tested,Math # Proficient (L3&4),Math % Proficient (L3&4),2017-18 Total 4-year August Grad Cohort,2017-18 % 4-year August Graduates,2017-18 Total 6-year Grad Cohort,2017-18 % 6-year Graduates
17K316,17,P.S. 316 Elijah Stroud,false,K316,false,574,574,0,0,0.023,0.678,0.164,0.03,0.106,0.152,0.033,0.641,207,139,67.1%,210,125,59.5%,No Data,No Data,No Data,No Data
17K352,17,Ebbets Field Middle School,false,K320,false,133,0,133,0,0.06,0.684,0.173,0.008,0.075,0.301,0.203,0.94,120,36,30.0%,128,23,18.0%,No Data,No Data,No Data,No Data
17K353,17,Elijah Stroud Middle School,false,K316,false,173,0,173,0,0.046,0.676,0.208,0.023,0.046,0.358,0.133,0.867,151,42,27.8%,149,19,12.8%,No Data,No Data,No Data,No Data
17K354,17,The School of Integrated Learning,false,K390,false,297,0,297,0,0.02,0.811,0.141,0.024,0.003,0.222,0.044,0.842,280,171,61.1%,282,158,56.0%,No Data,No Data,No Data,No Data
17K375,17,P.S. 375 Jackie Robinson School,false,K320,false,339,339,0,0,0.024,0.693,0.239,0.027,0.018,0.263,0.236,0.947,163,39,23.9%,169,41,24.3%,No Data,No Data,No Data,No Data
17K382,17,Academy for College Preparation and Career Exploration: A College Board School,false,K465,false,360,0,130,230,0.003,0.756,0.156,0.061,0.025,0.203,0.164,0.836,115,28,24.3%,120,14,11.7%,64,70.3%,93,72.0%
17K394,17,M.S. K394,false,K210,false,392,241,151,0,0.092,0.707,0.184,0.01,0.008,0.13,0.079,0.852,235,70,29.8%,238,48,20.2%,No Data,No Data,No Data,No Data
17K398,17,P.S. 398 Walter Weaver,false,K398,false,286,286,0,0,0.014,0.804,0.126,0.031,0.024,0.231,0.119,0.962,120,44,36.7%,119,41,34.5%,No Data,No Data,No Data,No Data
17K408,17,Academy of Hospitality and Tourism,false,K465,false,196,0,0,196,0.005,0.816,0.138,0.005,0.036,0.209,0.204,0.929,No Data,No Data,No Data,No Data,No Data,No Data,50,88.0%,55,67.3%
17K484,17,Ronald Edmonds Learning Center II,false,K012,false,168,0,168,0,0.03,0.75,0.179,0.018,0.024,0.292,0.083,0.869,133,45,33.8%,137,64,46.7%,No Data,No Data,No Data,No Data
17K524,17,International High School at Prospect Heights,false,K440,false,368,0,0,368,0.163,0.236,0.497,0.019,0.084,0.041,0.878,0.78,No Data,No Data,No Data,No Data,No Data,No Data,104,71.2%,77,79.2%
17K528,17,The High School for Global Citizenship,false,K440,false,213,0,0,213,0.042,0.728,0.188,0.014,0.028,0.169,0.15,0.901,No Data,No Data,No Data,No Data,No Data,No Data,50,78.0%,54,72.2%
17K531,17,"School for Human Rights, The",false,K470,false,352,0,22,330,0.023,0.875,0.077,0.014,0.011,0.188,0.08,0.815,20,11,55.0%,21,7,33.3%,118,83.1%,81,82.7%
17K532,17,New Bridges Elementary,false,K167,false,449,449,0,0,0.013,0.684,0.227,0.027,0.049,0.232,0.087,0.849,172,68,39.5%,171,60,35.1%,No Data,No Data,No Data,No Data
17K537,17,High School for Youth and Community Development at Erasmus,false,K465,false,467,0,0,467,0.039,0.782,0.146,0.011,0.024,0.248,0.088,0.788,No Data,No Data,No Data,No Data,No Data,No Data,125,82.4%,97,79.4%
17K539,17,High School for Service & Learning at Erasmus,false,K465,false,297,0,0,297,0.027,0.764,0.162,0.017,0.03,0.215,0.148,0.768,No Data,No Data,No Data,No Data,No Data,No Data,121,78.5%,103,78.6%
17K543,17,"Science, Technology and Research Early College High School at Erasmus",false,K465,false,576,0,220,356,0.043,0.773,0.13,0.042,0.012,0.153,0.012,0.776,195,161,82.6%,195,134,68.7%,74,91.9%,78,98.7%
17K546,17,High School for Public Service: Heroes of Tomorrow,false,K470,false,462,0,0,462,0.037,0.773,0.156,0.022,0.013,0.158,0.015,0.762,No Data,No Data,No Data,No Data,No Data,No Data,116,93.1%,103,99.0%
17K547,17,Brooklyn Academy of Science and the Environment,false,K440,false,382,0,0,382,0.039,0.798,0.115,0.013,0.034,0.162,0.058,0.736,No Data,No Data,No Data,No Data,No Data,No Data,87,66.7%,142,83.8%
17K548,17,Brooklyn School for Music & Theatre,false,K440,false,296,0,0,296,0.003,0.774,0.199,0.007,0.017,0.216,0.027,0.797,No Data,No Data,No Data,No Data,No Data,No Data,77,79.2%,77,92.2%
17K646,17,Aspirations Diploma Plus High School,false,K824,true,237,0,0,237,0,0.785,0.198,0.008,0.008,0.257,0.03,0.827,No Data,No Data,No Data,No Data,No Data,No Data,32,43.8%,129,52.7%
17K705,17,Brooklyn Arts and Science Elementary School,false,K022,false,370,370,0,0,0.046,0.457,0.286,0.024,0.186,0.246,0.13,0.665,135,47,34.8%,133,50,37.6%,No Data,No Data,No Data,No Data
17K722,17,New Heights Middle School,false,K391,false,258,0,258,0,0.004,0.833,0.101,0.043,0.019,0.306,0.078,0.775,243,62,25.5%,243,41,16.9%,No Data,No Data,No Data,No Data
17K745,17,Brooklyn Institute for Liberal Arts,false,K470,false,415,0,0,415,0.017,0.863,0.092,0.024,0.005,0.193,0.046,0.853,No Data,No Data,No Data,No Data,No Data,No Data,77,97.4%,95,96.8%
17K751,17,Academy for Health Careers,false,K625,false,301,0,0,301,0.047,0.761,0.146,0.03,0.017,0.143,0.037,0.841,No Data,No Data,No Data,No Data,No Data,No Data,86,79.1%,71,84.5%
17K770,17,P.S. 770 New American Academy,false,K398,false,317,317,0,0,0.025,0.539,0.095,0.145,0.196,0.142,0.022,0.53,107,56,52.3%,105,51,48.6%,No Data,No Data,No Data,No Data
18K066,18,P.S. 66,false,K066,false,798,454,344,0,0.011,0.853,0.085,0.016,0.034,0.13,0.036,0.675,524,196,37.4%,486,171,35.2%,No Data,No Data,No Data,No Data
18K068,18,I.S. 068 Isaac Bildersee,false,K068,false,289,0,289,0,0.042,0.775,0.097,0.014,0.073,0.284,0.235,0.806,249,55,22.1%,256,52,20.3%,No Data,No Data,No Data,No Data
18K114,18,P.S. 114 Ryder Elementary,false,K114,false,515,515,0,0,0.023,0.786,0.134,0.01,0.047,0.229,0.136,0.763,206,100,48.5%,214,86,40.2%,No Data,No Data,No Data,No Data
18K211,18,I.S. 211 John Wilson,false,K211,false,436,0,436,0,0.018,0.823,0.101,0.021,0.037,0.271,0.099,0.807,394,141,35.8%,394,73,18.5%,No Data,No Data,No Data,No Data
18K233,18,P.S. 233 Langston Hughes,false,K233,false,416,416,0,0,0.01,0.911,0.058,0.002,0.019,0.204,0.031,0.834,169,75,44.4%,172,74,43.0%,No Data,No Data,No Data,No Data
18K244,18,P.S. 244 Richard R. Green,false,K244,false,482,482,0,0,0.019,0.9,0.058,0.012,0.01,0.222,0.041,0.813,197,101,51.3%,199,96,48.2%,No Data,No Data,No Data,No Data
18K279,18,P.S. 279 Herman Schreiber,false,K279,false,402,402,0,0,0.025,0.878,0.057,0.01,0.03,0.137,0.052,0.803,180,82,45.6%,179,68,38.0%,No Data,No Data,No Data,No Data
18K563,18,It Takes a Village Academy,false,K415,false,659,0,0,659,0.018,0.885,0.067,0.02,0.011,0.149,0.176,0.689,No Data,No Data,No Data,No Data,No Data,No Data,150,90.0%,123,90.2%
18K566,18,Brooklyn Generation School,false,K515,false,189,0,0,189,0,0.81,0.116,0.026,0.048,0.238,0.122,0.772,No Data,No Data,No Data,No Data,No Data,No Data,44,70.5%,67,77.6%
18K567,18,Brooklyn Theatre Arts High School,false,K515,false,350,0,0,350,0.023,0.831,0.103,0.026,0.017,0.171,0.023,0.826,No Data,No Data,No Data,No Data,No Data,No Data,79,82.3%,64,81.3%
18K569,18,Kurt Hahn Expeditionary Learning School,false,K415,false,294,0,0,294,0.007,0.891,0.065,0.02,0.017,0.282,0.071,0.806,No Data,No Data,No Data,No Data,No Data,No Data,101,81.2%,67,85.1%
18K576,18,Victory Collegiate High School,false,K515,false,341,0,0,341,0.015,0.815,0.106,0.023,0.041,0.255,0.067,0.745,No Data,No Data,No Data,No Data,No Data,No Data,106,82.1%,74,83.8%
18K578,18,Brooklyn Bridge Academy,false,K515,true,222,0,0,222,0.023,0.833,0.108,0.018,0.018,0.198,0.108,0.739,No Data,No Data,No Data,No Data,No Data,No Data,97,20.6%,113,56.6%
18K581,18,East Flatbush Community Research School,false,K232,false,268,0,268,0,0.022,0.851,0.056,0.022,0.049,0.269,0.116,0.858,248,49,19.8%,255,40,15.7%,No Data,No Data,No Data,No Data
18K588,18,Middle School for Art and Philosophy,false,K252,false,172,0,172,0,0.012,0.878,0.081,0.023,0.006,0.302,0.076,0.89,154,55,35.7%,161,34,21.1%,No Data,No Data,No Data,No Data
18K617,18,High School for Innovation in Advertising and Media,false,K500,false,240,0,0,240,0.017,0.808,0.117,0.013,0.046,0.208,0.092,0.688,No Data,No Data,No Data,No Data,No Data,No Data,61,57.4%,71,80.3%
18K629,18,Cultural Academy for the Arts and Sciences,false,K415,false,282,0,0,282,0.011,0.844,0.089,0.032,0.025,0.216,0.117,0.734,No Data,No Data,No Data,No Data,No Data,No Data,89,79.8%,75,82.7%
18K633,18,High School for Medical Professions,false,K500,false,460,0,0,460,0.041,0.765,0.139,0.037,0.017,0.152,0.046,0.972,No Data,No Data,No Data,No Data,No Data,No Data,112,91.1%,111,90.1%
18K635,18,Olympus Academy,false,K242,true,205,0,0,205,0.01,0.893,0.073,0.01,0.015,0.234,0.015,0.834,No Data,No Data,No Data,No Data,No Data,No Data,83,24.1%,82,31.7%
18K637,18,Academy for Conservation and the Environment,false,K515,false,300,0,0,300,0.06,0.76,0.093,0.023,0.063,0.18,0.133,0.803,No Data,No Data,No Data,No Data,No Data,No Data,75,82.7%,81,81.5%
18K642,18,Urban Action Academy,false,K500,false,264,0,0,264,0.027,0.765,0.11,0.008,0.091,0.159,0.231,0.788,No Data,No Data,No Data,No Data,No Data,No Data,80,52.5%,71,78.9%
18K763,18,Brooklyn Science and Engineering Academy,false,K244,false,317,0,317,0,0.009,0.931,0.041,0.009,0.009,0.155,0.028,0.776,303,119,39.3%,305,102,33.4%,No Data,No Data,No Data,No Data
19K013,19,P.S. 013 Roberto Clemente,false,K013,false,450,450,0,0,0.042,0.662,0.249,0.022,0.024,0.258,0.089,0.94,152,62,40.8%,152,58,38.2%,No Data,No Data,No Data,No Data
19K065,19,P.S. 065,false,K798,false,586,586,0,0,0.031,0.073,0.858,0.029,0.009,0.13,0.254,0.816,301,179,59.5%,316,190,60.1%,No Data,No Data,No Data,No Data
19K171,19,I.S. 171 Abraham Lincoln,false,K171,false,418,0,418,0,0.077,0.089,0.809,0.017,0.01,0.189,0.294,0.94,368,93,25.3%,380,70,18.4%,No Data,No Data,No Data,No Data
19K190,19,P.S. 190 Sheffield,false,K190,false,177,177,0,0,0.006,0.751,0.209,0.011,0.023,0.153,0.034,0.949,75,28,37.3%,75,21,28.0%,No Data,No Data,No Data,No Data
19K202,19,P.S. 202 Ernest S. Jenkyns,false,K202,false,340,340,0,0,0.035,0.571,0.35,0.015,0.029,0.244,0.115,0.956,169,50,29.6%,175,46,26.3%,No Data,No Data,No Data,No Data
19K213,19,P.S. 213 New Lots,false,K213,false,263,263,0,0,0.046,0.669,0.205,0.027,0.053,0.179,0.084,0.916,108,18,16.7%,108,18,16.7%,No Data,No Data,No Data,No Data
19K218,19,J.H.S. 218 James P. Sinnott,false,K218,false,428,0,428,0,0.178,0.423,0.364,0.019,0.016,0.273,0.243,0.97,397,68,17.1%,388,25,6.4%,No Data,No Data,No Data,No Data
19K224,19,P.S. 224 Hale A. Woodruff,false,K224,false,395,395,0,0,0.01,0.625,0.334,0.015,0.015,0.235,0.078,0.939,184,34,18.5%,186,25,13.4%,No Data,No Data,No Data,No Data
19K292,19,J.H.S. 292 Margaret S. Douglas,false,K292,false,563,0,563,0,0.146,0.485,0.321,0.018,0.03,0.256,0.16,0.943,498,176,35.3%,521,164,31.5%,No Data,No Data,No Data,No Data
19K306,19,P.S. 306 Ethan Allen,false,K306,false,303,303,0,0,0.003,0.752,0.231,0.003,0.01,0.323,0.01,0.924,128,31,24.2%,128,30,23.4%,No Data,No Data,No Data,No Data
19K328,19,P.S. 328 Phyllis Wheatley,false,K328,false,290,290,0,0,0.028,0.583,0.331,0.014,0.045,0.262,0.128,0.986,104,18,17.3%,104,25,24.0%,No Data,No Data,No Data,No Data
19K346,19,P.S. 346 Abe Stark,false,K346,false,566,566,0,0,0.046,0.629,0.253,0.041,0.032,0.21,0.014,0.887,218,85,39.0%,228,80,35.1%,No Data,No Data,No Data,No Data
19K404,19,Academy for Young Writers,false,K422,false,551,0,215,336,0.011,0.69,0.274,0.015,0.011,0.221,0.034,0.848,203,66,32.5%,201,36,17.9%,65,87.7%,71,95.8%
19K409,19,East New York Family Academy,false,K660,false,496,0,207,289,0.032,0.625,0.319,0.02,0.004,0.22,0.03,0.825,203,97,47.8%,181,76,42.0%,57,80.7%,58,96.6%
19K422,19,Spring Creek Community School,false,K422,false,528,0,225,303,0.013,0.722,0.218,0.028,0.019,0.246,0.034,0.82,220,68,30.9%,220,52,23.6%,No Data,No Data,No Data,No Data
19K452,19,Frederick Douglass Academy VIII Middle School,false,K346,false,338,0,338,0,0.065,0.698,0.207,0,0.03,0.213,0.024,0.899,315,143,45.4%,308,85,27.6%,No Data,No Data,No Data,No Data
19K502,19,FDNY - Captain Vernon A. Richards High School for Fire and Life Safety,false,K435,false,277,0,0,277,0.014,0.682,0.256,0.04,0.007,0.274,0.04,0.816,No Data,No Data,No Data,No Data,No Data,No Data,90,74.4%,55,81.8%
19K504,19,High School for Civil Rights,false,K435,false,239,0,0,239,0.021,0.682,0.268,0.013,0.017,0.268,0.117,0.791,No Data,No Data,No Data,No Data,No Data,No Data,96,56.3%,79,68.4%
19K507,19,Performing Arts and Technology High School,false,K435,false,409,0,0,409,0.017,0.594,0.367,0.012,0.01,0.227,0.181,0.895,No Data,No Data,No Data,No Data,No Data,No Data,92,80.4%,107,84.1%
19K510,19,World Academy for Total Community Health High School,false,K435,false,250,0,0,250,0.04,0.708,0.216,0.016,0.02,0.196,0.152,0.92,No Data,No Data,No Data,No Data,No Data,No Data,56,73.2%,70,78.6%
19K557,19,Brooklyn Gardens Elementary School,false,K174,false,294,294,0,0,0,0.643,0.316,0.02,0.02,0.279,0.051,0.949,133,27,20.3%,134,26,19.4%,No Data,No Data,No Data,No Data
19K583,19,Multicultural High School,false,K420,false,267,0,0,267,0,0.019,0.981,0,0,0.011,0.876,0.925,No Data,No Data,No Data,No Data,No Data,No Data,63,81.0%,44,72.7%
19K618,19,Academy of Innovative Technology,false,K420,false,422,0,0,422,0.062,0.391,0.486,0.036,0.026,0.206,0.116,0.822,No Data,No Data,No Data,No Data,No Data,No Data,95,85.3%,85,87.1%
19K639,19,Brooklyn Lab School,false,K420,false,430,0,0,430,0.116,0.237,0.57,0.023,0.053,0.2,0.353,0.877,No Data,No Data,No Data,No Data,No Data,No Data,80,67.5%,81,67.9%
19K654,19,Van Siclen Community Middle School,false,K166,false,312,0,312,0,0.019,0.696,0.24,0,0.045,0.397,0.093,0.939,295,52,17.6%,299,26,8.7%,No Data,No Data,No Data,No Data
19K659,19,Cypress Hills Collegiate Preparatory School,false,K420,false,302,0,0,302,0.119,0.185,0.649,0.017,0.03,0.195,0.215,0.904,No Data,No Data,No Data,No Data,No Data,No Data,50,86.0%,81,81.5%
19K660,19,W. H. Maxwell Career and Technical Education High School,false,K660,false,376,0,0,376,0.024,0.646,0.29,0.019,0.021,0.324,0.088,0.891,No Data,No Data,No Data,No Data,No Data,No Data,110,77.3%,103,69.9%
19K661,19,Vista Academy,false,K302,false,471,0,471,0,0.057,0.236,0.662,0.032,0.013,0.204,0.113,0.964,448,194,43.3%,458,164,35.8%,No Data,No Data,No Data,No Data
19K662,19,Liberty Avenue Middle School,false,K302,false,483,0,483,0,0.043,0.217,0.694,0.027,0.019,0.244,0.151,0.957,448,138,30.8%,460,157,34.1%,No Data,No Data,No Data,No Data
19K663,19,School of the Future Brooklyn,false,K174,false,193,0,193,0,0.01,0.668,0.301,0.01,0.01,0.29,0.104,0.959,176,20,11.4%,171,8,4.7%,No Data,No Data,No Data,No Data
19K677,19,East New York Elementary School of Excellence,false,K072,false,514,514,0,0,0.047,0.498,0.422,0.025,0.008,0.208,0.144,0.932,237,57,24.1%,241,69,28.6%,No Data,No Data,No Data,No Data
19K678,19,East New York Middle School of Excellence,false,K072,false,265,0,265,0,0.03,0.558,0.385,0.008,0.019,0.275,0.121,0.917,244,47,19.3%,244,31,12.7%,No Data,No Data,No Data,No Data
19K683,19,"The School for Classics: An Academy of Thinkers, Writers and Performers",false,K218,false,270,0,0,270,0.126,0.43,0.37,0.03,0.044,0.219,0.267,0.919,No Data,No Data,No Data,No Data,No Data,No Data,91,71.4%,73,71.2%
19K760,19,Highland Park Community School,false,K171,false,344,0,344,0,0.026,0.151,0.77,0.035,0.017,0.186,0.14,0.904,323,101,31.3%,329,61,18.5%,No Data,No Data,No Data,No Data
19K764,19,The Urban Assembly School for Collaborative Healthcare,false,K420,false,338,0,0,338,0.139,0.328,0.441,0.059,0.033,0.109,0.186,0.76,No Data,No Data,No Data,No Data,No Data,No Data,87,80.5%,s,s
19K907,19,M.S. 907,false,K190,false,41,0,41,0,0.024,0.659,0.293,0.024,0,0.268,0.024,0.878,38,14,36.8%,38,9,23.7%,No Data,No Data,No Data,No Data
20K030,20,P.S./I.S. 30 Mary White Ovington,true,"K331, K940",false,994,613,381,0,0.235,0.007,0.305,0.016,0.437,0.188,0.214,0.79,664,328,49.4%,670,372,55.5%,No Data,No Data,No Data,No Data
20K104,20,P.S./I.S. 104 The Fort Hamilton School,false,K104,false,1244,747,497,0,0.194,0.044,0.255,0.03,0.477,0.141,0.109,0.619,822,526,64.0%,835,516,61.8%,No Data,No Data,No Data,No Data
20K163,20,P.S. 163 Bath Beach,false,K807,false,599,363,236,0,0.28,0.018,0.371,0.005,0.326,0.187,0.212,0.828,396,220,55.6%,408,234,57.4%,No Data,No Data,No Data,No Data
20K164,20,P.S. 164 Caesar Rodney,false,K164,false,682,682,0,0,0.434,0.012,0.411,0.012,0.132,0.183,0.128,0.812,273,160,58.6%,283,184,65.0%,No Data,No Data,No Data,No Data
20K180,20,The SEEALL Academy,false,K180,false,1077,593,484,0,0.44,0.014,0.29,0.013,0.243,0.156,0.288,0.863,743,453,61.0%,691,419,60.6%,No Data,No Data,No Data,No Data
20K192,20,P.S. 192 - The Magnet School for Math and Science Inquiry,false,K192,false,642,459,183,0,0.168,0.02,0.469,0.005,0.338,0.223,0.274,0.799,370,197,53.2%,375,207,55.2%,No Data,No Data,No Data,No Data
20K223,20,J.H.S. 223 The Montauk,false,K223,false,939,0,939,0,0.581,0.018,0.276,0.003,0.121,0.168,0.282,0.968,823,445,54.1%,868,535,61.6%,No Data,No Data,No Data,No Data
20K264,20,P.S. 264 Bay Ridge Elementary School For The Arts,false,K264,false,460,460,0,0,0.124,0.033,0.343,0.015,0.485,0.254,0.126,0.663,202,126,62.4%,210,124,59.0%,No Data,No Data,No Data,No Data
20K485,20,High School of Telecommunication Arts and Technology,false,K485,false,1235,0,0,1235,0.208,0.06,0.498,0.033,0.201,0.184,0.085,0.768,No Data,No Data,No Data,No Data,No Data,No Data,314,91.1%,292,90.4%
20K503,20,P.S. 503: The School of Discovery,false,K314,false,989,989,0,0,0.2,0.005,0.745,0.001,0.049,0.237,0.553,0.945,451,164,36.4%,453,202,44.6%,No Data,No Data,No Data,No Data
20K506,20,P.S. 506: The School of Journalism & Technology,false,K314,false,784,784,0,0,0.31,0.008,0.642,0.004,0.037,0.189,0.325,0.934,350,133,38.0%,360,155,43.1%,No Data,No Data,No Data,No Data
20K609,20,Urban Assembly School for Criminal Justice,false,K223,false,549,0,222,327,0.486,0.131,0.195,0.029,0.158,0.144,0.133,0.909,192,128,66.7%,186,104,55.9%,84,92.9%,64,95.3%
20K682,20,The Academy of Talented Scholars,false,K237,false,385,385,0,0,0.231,0.042,0.114,0.018,0.595,0.296,0.081,0.421,156,132,84.6%,162,127,78.4%,No Data,No Data,No Data,No Data
20K686,20,Brooklyn School of Inquiry,false,K237,false,534,362,172,0,0.204,0.051,0.047,0.03,0.669,0.084,0.103,0.264,317,288,90.9%,277,255,92.1%,No Data,No Data,No Data,No Data
21K096,21,I.S. 096 Seth Low,false,K096,false,807,0,807,0,0.333,0.083,0.28,0.012,0.291,0.214,0.3,0.743,672,256,38.1%,736,343,46.6%,No Data,No Data,No Data,No Data
21K100,21,P.S. 100 The Coney Island School,false,K100,false,822,822,0,0,0.038,0.029,0.056,0.012,0.865,0.167,0.201,0.487,341,219,64.2%,346,243,70.2%,No Data,No Data,No Data,No Data
21K128,21,P.S. 128 Bensonhurst,false,K721,false,465,465,0,0,0.269,0.011,0.213,0.009,0.499,0.168,0.458,0.843,207,80,38.6%,223,99,44.4%,No Data,No Data,No Data,No Data
21K215,21,P.S. 215 Morris H. Weiss,false,K215,false,838,838,0,0,0.252,0.014,0.257,0.013,0.464,0.148,0.22,0.695,382,246,64.4%,386,255,66.1%,No Data,No Data,No Data,No Data
21K225,21,P.S. K225 - The Eileen E. Zaglin,false,K225,false,996,625,371,0,0.218,0.021,0.334,0.012,0.415,0.198,0.39,0.805,616,244,39.6%,656,276,42.1%,No Data,No Data,No Data,No Data
21K238,21,P.S. 238 Anne Sullivan,false,K238,false,614,432,182,0,0.225,0.039,0.485,0.011,0.239,0.194,0.352,0.852,334,109,32.6%,346,100,28.9%,No Data,No Data,No Data,No Data
21K281,21,I.S. 281 Joseph B Cavallaro,false,K281,false,1346,0,1346,0,0.414,0.06,0.236,0.006,0.285,0.173,0.17,0.83,1231,656,53.3%,1267,776,61.2%,No Data,No Data,No Data,No Data
21K303,21,I.S. 303 Herbert S. Eisenberg,false,K303,false,567,0,567,0,0.219,0.101,0.379,0.014,0.287,0.16,0.166,0.75,536,244,45.5%,551,157,28.5%,No Data,No Data,No Data,No Data
21K329,21,P.S. 329 Surfside,false,K329,false,388,388,0,0,0.049,0.616,0.284,0.008,0.044,0.273,0.041,0.946,177,42,23.7%,173,40,23.1%,No Data,No Data,No Data,No Data
21K337,21,International High School at Lafayette,false,K400,false,347,0,0,347,0.331,0.037,0.378,0.006,0.248,0.023,0.888,0.859,No Data,No Data,No Data,No Data,No Data,No Data,80,70.0%,70,74.3%
21K344,21,Rachel Carson High School for Coastal Studies,false,K303,false,623,0,0,623,0.18,0.138,0.189,0.021,0.472,0.178,0.186,0.674,No Data,No Data,No Data,No Data,No Data,No Data,158,78.5%,135,87.4%
21K348,21,High School of Sports Management,false,K400,false,241,0,0,241,0.062,0.481,0.286,0.05,0.12,0.224,0.124,0.755,No Data,No Data,No Data,No Data,No Data,No Data,34,70.6%,57,82.5%
21K410,21,Abraham Lincoln High School,false,K410,false,1904,0,0,1904,0.153,0.418,0.247,0.012,0.17,0.164,0.176,0.75,No Data,No Data,No Data,No Data,No Data,No Data,494,74.7%,480,77.9%
21K468,21,Kingsborough Early College School,false,K400,false,669,0,290,379,0.07,0.248,0.32,0.024,0.338,0.193,0.013,0.695,260,113,43.5%,224,66,29.5%,88,100.0%,80,97.5%
21K525,21,Edward R. Murrow High School,false,K525,false,3693,0,0,3693,0.25,0.219,0.193,0.04,0.299,0.184,0.089,0.663,No Data,No Data,No Data,No Data,No Data,No Data,939,83.2%,897,88.2%
21K559,21,Life Academy High School for Film and Music,false,K400,false,286,0,0,286,0.115,0.311,0.416,0.017,0.14,0.238,0.098,0.766,No Data,No Data,No Data,No Data,No Data,No Data,63,90.5%,73,98.6%
21K572,21,Expeditionary Learning School for Community Leaders,false,K400,false,378,0,0,378,0.156,0.18,0.36,0.04,0.265,0.204,0.156,0.765,No Data,No Data,No Data,No Data,No Data,No Data,71,88.7%,65,95.4%
21K690,21,Brooklyn Studio Secondary School,false,K721,false,929,0,338,591,0.217,0.04,0.292,0.019,0.432,0.201,0.16,0.767,275,147,53.5%,260,84,32.3%,164,80.5%,159,90.6%
22K014,22,J.H.S. 014 Shell Bank,false,K014,false,527,0,527,0,0.157,0.359,0.156,0.015,0.313,0.23,0.262,0.854,466,162,34.8%,498,162,32.5%,No Data,No Data,No Data,No Data
22K078,22,J.H.S. 078 Roy H. Mann,false,K078,false,569,0,569,0,0.067,0.659,0.107,0.03,0.137,0.241,0.063,0.743,545,209,38.3%,552,171,31.0%,No Data,No Data,No Data,No Data
22K109,22,P.S. 109,false,K395,false,582,353,229,0,0.019,0.785,0.153,0.017,0.026,0.273,0.053,0.84,375,136,36.3%,346,91,26.3%,No Data,No Data,No Data,No Data
22K152,22,School of Science & Technology,false,K152,false,655,655,0,0,0.076,0.579,0.282,0.015,0.047,0.203,0.168,0.759,313,130,41.5%,316,114,36.1%,No Data,No Data,No Data,No Data
22K236,22,P.S. 236 Mill Basin,false,K236,false,559,559,0,0,0.106,0.193,0.147,0.057,0.497,0.14,0.066,0.451,240,178,74.2%,241,174,72.2%,No Data,No Data,No Data,No Data
22K240,22,Andries Hudde,false,K240,false,689,0,689,0,0.163,0.575,0.161,0.017,0.084,0.205,0.17,0.823,641,221,34.5%,656,151,23.0%,No Data,No Data,No Data,No Data
22K315,22,P.S. K315,false,K152,false,650,650,0,0,0.091,0.538,0.269,0.028,0.074,0.237,0.154,0.877,291,133,45.7%,295,124,42.0%,No Data,No Data,No Data,No Data
22K381,22,I. S. 381,false,K240,false,255,0,255,0,0.118,0.557,0.184,0.027,0.114,0.188,0.129,0.765,248,135,54.4%,258,105,40.7%,No Data,No Data,No Data,No Data
22K535,22,Leon M. Goldstein High School for the Sciences,false,K535,false,1057,0,0,1057,0.287,0.068,0.089,0.012,0.544,0.167,0.005,0.454,No Data,No Data,No Data,No Data,No Data,No Data,265,93.6%,263,99.2%
22K611,22,Origins High School,false,K495,false,414,0,0,414,0.162,0.338,0.167,0.017,0.316,0.123,0.268,0.795,No Data,No Data,No Data,No Data,No Data,No Data,109,87.2%,s,s
22K630,22,Professional Pathways High School,false,K495,true,210,0,0,210,0.105,0.257,0.333,0.019,0.286,0.21,0.038,0.771,No Data,No Data,No Data,No Data,No Data,No Data,96,16.7%,109,57.8%
22K889,22,P.S. 889,false,K338,false,136,136,0,0,0.169,0.353,0.184,0.037,0.257,0.074,0.088,0.618,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
22K890,22,M.S. 890,false,K338,false,213,0,213,0,0.117,0.385,0.357,0.023,0.117,0.141,0.061,0.77,202,97,48.0%,201,79,39.3%,No Data,No Data,No Data,No Data
23K150,23,P.S. 150 Christopher,false,K150,false,191,191,0,0,0.01,0.623,0.314,0.037,0.016,0.293,0.058,0.963,72,12,16.7%,78,9,11.5%,No Data,No Data,No Data,No Data
23K156,23,P.S. 156 Waverly,false,K356,false,642,642,0,0,0.011,0.79,0.182,0.012,0.005,0.215,0.017,0.903,278,81,29.1%,280,93,33.2%,No Data,No Data,No Data,No Data
23K178,23,P.S. 178 Saint Clair Mckelway,false,K178,false,338,230,108,0,0.027,0.766,0.148,0.024,0.036,0.172,0.059,0.846,166,59,35.5%,169,48,28.4%,No Data,No Data,No Data,No Data
23K284,23,"The Gregory Jocko Jackson School of Sports, Art, and Technology",false,K284,false,280,280,0,0,0.004,0.679,0.311,0.007,0,0.207,0.064,0.95,122,30,24.6%,122,27,22.1%,No Data,No Data,No Data,No Data
