ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,Asian,American Indian/Alaskan Native,Black/African American,Hispanic (any race),Native Hawaiian/Pacific Islander,Non-Hispanic 2 or More Races,Unknown,Nonresident Alien,White
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,0,14,6,0,0,8,0,22
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,0,0,1,0,0,0,0,9
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,0,0,0,0,0,0,1
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,222,4,405,535,7,13,507,0,1488
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,180,4,194,347,7,13,316,0,1276
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,34,2,50,77,2,5,31,0,292
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,2,0,15,14,0,0,14,0,29
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,2,1,0,0,3,0,16
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,3
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,218,1,440,582,1,10,392,0,1555
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,180,1,211,390,1,9,277,0,1375
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,32,1,30,85,1,3,10,0,325
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,1,21,19,0,0,6,1,13
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,4,6,0,0,1,0,5
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,3,1,0,0,0,0,0
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,242,11,467,744,6,17,256,17,1721
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,185,10,227,516,4,8,192,10,1512
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,32,7,42,95,3,5,15,2,333
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2015,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,6,0,17,17,0,0,4,0,10
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,0,3,2,0,0,0,0,6
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,2,1,0,0,0,0,5
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,365,6,571,843,4,29,277,8,1867
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,301,5,303,599,4,24,198,4,1645
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,51,3,50,97,2,14,2,2,333
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,7,0,10,11,0,0,8,1,17
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,2,0,1,3,0,0,3,0,6
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,1,0,0,0,0,0,1,0,2
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,360,15,236,967,8,57,591,7,1880
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,287,9,135,665,6,47,356,6,1651
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,32,3,36,83,0,10,11,3,328
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2017,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1,0,3,8,0,0,3,0,7
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,1,0,0,1,0,0,0,0,4
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,1,0,0,0,0,1
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,428,10,174,1090,4,59,676,7,1928
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,353,9,131,837,2,45,475,2,1709
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,49,2,42,133,0,11,14,1,338
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,28,NASSAU,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,446500,800000049338,MOLLOY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,1026,17,466,1137,3,365,61,2730,2423
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,660,11,217,568,3,207,37,1366,1425
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,112,3,28,67,0,28,5,259,239
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458500,800000045459,PRATT INSTITUTE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,0,2-Year,446600,800000084543,MONTEFIORE SCHOOL OF NURSING,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,33,1,21,36,0,3,1,20,55
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,31,1,18,32,0,2,1,17,52
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,9,0,4,8,0,1,0,2,11
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,3,0,4,10,0,1,1,7,8
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,3,0,4,9,0,1,0,7,8
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,2,0,0,1,0,0,0,2,2
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,458510,800000057578,PRATT INSTITUTE MANHATTAN CENTER,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,116,23,386,711,7,5,1019,2,1282
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,104,20,262,535,5,5,917,2,1204
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,9,2,26,70,3,2,28,0,308
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,156,33,458,799,7,8,356,26,1899
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Accepted,142,26,342,641,5,8,317,25,1810
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Baccalaureate Degree Programs (Full-Time First-Time Freshmen),Applicants Enrolled,7,3,30,73,0,8,11,1,278
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Accepted,0,0,0,0,0,0,0,0,0
Fall of 2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Certificate or Diploma Programs (Full-Time First-Time Freshmen),Applicants Enrolled,0,0,0,0,0,0,0,0,0
Fall of 2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,447500,800000040218,MOUNT SAINT MARY COLLEGE,Associate Degree Programs (Full-Time First-Time Freshmen),Complete Applications Received,0,0,0,0,0,0,0,0,0
