"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","TON","Tonga","2018","2018",1.00153,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","COG","Congo","2018","2018",74.19279,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","KHM","Cambodia","2014","2014",84.81415,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","KHM","Cambodia","2015","2015",86.53244,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2013","2013",99.00978,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2015","2015",99.26754,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CHL","Chile","2017","2017",99.00582,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GEO","Georgia","2014","2014",0.99329,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GEO","Georgia","2017","2017",0.99271,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TKM","Turkmenistan","2014","2014",99.7,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLE","Sierra Leone","2013","2013",57.02213,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLE","Sierra Leone","2018","2018",66.6486,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","ROU","Romania","2018","2018",97.47667,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MWI","Malawi","2014","2014",55.13099,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MWI","Malawi","2015","2015",55.20411,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",82.72374,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",86.71391,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","JAM","Jamaica","2014","2014",92.7,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","CPV","Cabo Verde","2015","2015",1.01174,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","PLW","Palau","2013","2013",1.00061,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","PLW","Palau","2015","2015",0.99512,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","PAN","Panama","2018","2018",0.99559,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ATG","Antigua and Barbuda","2015","2015",1.01037,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2013","2013",86.92579,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2014","2014",86.48067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2015","2015",89.53506,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2016","2016",93.53532,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2017","2017",94.37776,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGD","Bangladesh","2018","2018",94.91259,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MDV","Maldives","2014","2014",0.98734,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MDV","Maldives","2016","2016",0.97682,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ABW","Aruba","2018","2018",99.5,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ZMB","Zambia","2018","2018",0.57905,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KEN","Kenya","2014","2014",74.62202,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","KEN","Kenya","2018","2018",76.41725,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","SVN","Slovenia","2014","2014",0.99799,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MKD","North Macedonia","2014","2014",97.3,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CRI","Costa Rica","2018","2018",99.43,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GAB","Gabon","2018","2018",84.66716,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2013","2013",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2014","2014",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2015","2015",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2016","2016",100,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2018","2018",99.43575,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","BEN","Benin","2018","2018",8.22084,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","QAT","Qatar","2013","2013",91.79358,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","QAT","Qatar","2014","2014",93.64452,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","QAT","Qatar","2016","2016",95.46365,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","QAT","Qatar","2017","2017",94.64411,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","CAF","Central African Republic","2018","2018",18.48871,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","LBN","Lebanon","2018","2018",84.87649,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SRB","Serbia","2016","2016",96.55761,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SRB","Serbia","2018","2018",95.62553,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BRN","Brunei Darussalam","2018","2018",96.30126,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VUT","Vanuatu","2014","2014",95.6,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","VUT","Vanuatu","2018","2018",96.59661,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","GNQ","Equatorial Guinea","2014","2014",0.46745,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","SEN","Senegal","2013","2013",7.02091,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","SEN","Senegal","2017","2017",7.2947,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SDN","Sudan","2018","2018",28.76176,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TGO","Togo","2015","2015",84.29011,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","LSO","Lesotho","2014","2014",1.64617,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MDG","Madagascar","2018","2018",0.72769,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MMR","Myanmar","2016","2016",75.5512,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GEO","Georgia","2014","2014",99.67772,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GEO","Georgia","2017","2017",99.76825,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COM","Comoros","2018","2018",78.27039,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","NPL","Nepal","2018","2018",0.20848,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2014","2014",46.56809,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","KHM","Cambodia","2015","2015",53.0784,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GIN","Guinea","2014","2014",37.21018,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","UGA","Uganda","2018","2018",0.39918,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BTN","Bhutan","2017","2017",93.09063,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COL","Colombia","2014","2014",94.18625,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COL","Colombia","2015","2015",94.24505,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COL","Colombia","2016","2016",94.65385,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","COL","Colombia","2018","2018",95.09251,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NAM","Namibia","2018","2018",95.1649,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","ABW","Aruba","2018","2018",97.81268,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GUY","Guyana","2014","2014",53.84911,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","GAB","Gabon","2018","2018",56.74421,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","AZE","Azerbaijan","2013","2013",99.86592,"+","National Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","AZE","Azerbaijan","2014","2014",99.86201,"+","National Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","AZE","Azerbaijan","2015","2015",99.86263,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","AZE","Azerbaijan","2016","2016",99.86405,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","AZE","Azerbaijan","2017","2017",99.86375,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NIC","Nicaragua","2015","2015",82.61455,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KGZ","Kyrgyzstan","2018","2018",99.49972,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ZWE","Zimbabwe","2014","2014",87.59186,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","CIV","Côte d'Ivoire","2014","2014",17.99265,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","CIV","Côte d'Ivoire","2018","2018",22.40707,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","WSM","Samoa","2018","2018",97.87896,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CMR","Cameroon","2018","2018",82.62804,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","RUS","Russian Federation","2018","2018",99.52417,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2018","2018",99.35342,"+","National Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","DZA","Algeria","2018","2018",0.86159,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","TLS","Timor-Leste","2018","2018",15.03702,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2013","2013",99.89861,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2014","2014",99.90047,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2015","2015",99.7849,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2016","2016",99.92658,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2017","2017",99.93044,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SGP","Singapore","2018","2018",99.92963,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","HTI","Haiti","2016","2016",0.99138,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BLR","Belarus","2018","2018",99.83,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GMB","Gambia","2013","2013",41.95005,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GMB","Gambia","2015","2015",50.77797,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MRT","Mauritania","2017","2017",43.35439,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLE","Sierra Leone","2013","2013",32.42617,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SLE","Sierra Leone","2018","2018",43.20633,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","BWA","Botswana","2013","2013",0.84779,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","BWA","Botswana","2014","2014",0.85264,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","SSD","South Sudan","2018","2018",17.33881,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MNE","Montenegro","2018","2018",99.45047,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VNM","Viet Nam","2018","2018",98.4081,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","SYC","Seychelles","2018","2018",78.99679,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ZWE","Zimbabwe","2014","2014",0.79188,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","MAR","Morocco","2018","2018",19.02467,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","ETH","Ethiopia","2017","2017",15.21636,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","JAM","Jamaica","2014","2014",72,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KHM","Cambodia","2014","2014",71.7818,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KHM","Cambodia","2015","2015",75.03387,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","UZB","Uzbekistan","2013","2013",1.00002,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","UZB","Uzbekistan","2014","2014",0.99991,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","UZB","Uzbekistan","2015","2015",0.99984,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","UZB","Uzbekistan","2016","2016",0.99984,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2013","2013",97.47243,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2014","2014",97.68853,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2015","2015",97.61406,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","DOM","Dominican Republic","2016","2016",98.83941,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SRB","Serbia","2016","2016",98.22828,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SRB","Serbia","2018","2018",97.54816,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PLW","Palau","2013","2013",99.46721,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","PLW","Palau","2015","2015",96.81275,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2018","2018",99.70156,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NAM","Namibia","2018","2018",94.10937,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MDA","Republic of Moldova","2014","2014",97.14565,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MWI","Malawi","2014","2014",65.14537,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MWI","Malawi","2015","2015",62.14354,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","IND","India","2018","2018",30.28636,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GUY","Guyana","2014","2014",96.33186,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LBN","Lebanon","2018","2018",99.75182,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HTI","Haiti","2016","2016",82.63483,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","TLS","Timor-Leste","2018","2018",1.02658,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","MRT","Mauritania","2017","2017",0.80016,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MMR","Myanmar","2016","2016",58.1954,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","AGO","Angola","2014","2014",53.40721,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COD","Democratic Republic of the Congo","2016","2016",90.96097,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ERI","Eritrea","2018","2018",0.39626,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","NCL","New Caledonia","2014","2014",92.93,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","COG","Congo","2018","2018",82.05479,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BFA","Burkina Faso","2014","2014",43.98583,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BFA","Burkina Faso","2018","2018",54.67,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MAR","Morocco","2018","2018",0.37001,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2015","2015",38.77242,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TCD","Chad","2016","2016",30.79161,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","HUN","Hungary","2014","2014",99,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2014","2014",99.08437,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2015","2015",99.22904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZAF","South Africa","2017","2017",96.87589,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2018","2018",92.761,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AZE","Azerbaijan","2013","2013",98.57328,"+","National Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AZE","Azerbaijan","2014","2014",98.53618,"+","National Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AZE","Azerbaijan","2015","2015",98.55734,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AZE","Azerbaijan","2016","2016",98.61513,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AZE","Azerbaijan","2017","2017",98.689,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BWA","Botswana","2013","2013",36.90777,"‡","UIS Estimation"
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","BWA","Botswana","2014","2014",37.9,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","WSM","Samoa","2018","2018",97.70508,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","LBR","Liberia","2017","2017",0.21684,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BEN","Benin","2018","2018",0.57565,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BOL","Bolivia (Plurinational State of)","2015","2015",99.39917,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","TKM","Turkmenistan","2014","2014",97.6,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","STP","Sao Tome and Principe","2018","2018",97.71246,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PRY","Paraguay","2013","2013",0.926,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PRY","Paraguay","2014","2014",0.92513,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PRY","Paraguay","2015","2015",0.90706,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PRY","Paraguay","2016","2016",0.90704,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PRY","Paraguay","2018","2018",0.9014,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SAU","Saudi Arabia","2013","2013",0.99835,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","SAU","Saudi Arabia","2017","2017",0.99959,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PAK","Pakistan","2013","2013",24.50798,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PAK","Pakistan","2014","2014",25.29323,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","PAK","Pakistan","2017","2017",27.06483,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","GTM","Guatemala","2013","2013",0.87194,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","GTM","Guatemala","2014","2014",0.88029,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",58.57134,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","HND","Honduras","2013","2013",0.99552,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","HND","Honduras","2014","2014",0.99577,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","HND","Honduras","2015","2015",0.99968,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","HND","Honduras","2016","2016",0.99872,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","HND","Honduras","2018","2018",1.00147,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PSE","Palestine","2013","2013",0.55904,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PSE","Palestine","2014","2014",0.58166,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PSE","Palestine","2015","2015",0.58613,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PSE","Palestine","2016","2016",0.60504,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","PSE","Palestine","2018","2018",0.62527,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","MUS","Mauritius","2018","2018",0.68983,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2014","2014",78.78466,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MWI","Malawi","2015","2015",72.49172,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","ECU","Ecuador","2013","2013",1.00054,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","ECU","Ecuador","2014","2014",1.00178,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","ECU","Ecuador","2015","2015",0.99572,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","ECU","Ecuador","2016","2016",1.00159,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","ECU","Ecuador","2017","2017",1.00295,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","AGO","Angola","2014","2014",47.48307,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","NAM","Namibia","2018","2018",91.43643,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ERI","Eritrea","2018","2018",84.37324,"‡","UIS Estimation"
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","LSO","Lesotho","2014","2014",1.18041,"‡","UIS Estimation"
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","BTN","Bhutan","2017","2017",0.26151,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","BOL","Bolivia (Plurinational State of)","2015","2015",0.91774,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","NIC","Nicaragua","2015","2015",56.1369,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SSD","South Sudan","2018","2018",47.90096,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SUR","Suriname","2018","2018",96.07404,"‡","UIS Estimation"
