ADMISSION_YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,PROGRAM_TYPE,ADMISSION_STATUS,TOTAL
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,02,ALLEGANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,403000,800000055241,ALFRED UNIVERSITY,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,47
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,27
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,3
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,61,TOMPKINS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,433500,800000036398,ITHACA COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403500,800000047613,AMER ACADEMY OF DRAMATIC ARTS,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Associate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Associate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2019,06,CHAUTAUQUA,3,PROPRIETARY,1,PRIVATE,0,2-Year,506000,800000054238,JAMESTOWN BUSINESS COLLEGE,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,37
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,30
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,25
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,48
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,37
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,26
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,75
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,62
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,47
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,81
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,75
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,62
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,80
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,65
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,45
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Complete Applications Received,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Accepted,0
Fall of 2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Certificate or Diploma Programs (Part-Time Study),Applicants Enrolled,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Complete Applications Received,70
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Accepted,45
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Associate Degree Programs (Part-Time Study),Applicants Enrolled,30
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Complete Applications Received,0
Fall of 2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,0,2-Year,403700,800000047634,AMERICAN ACAD MCALLISTER INST,Baccalaureate Degree Programs (Part-Time Study),Applicants Accepted,0
